company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
יזמות,תיכונט,ארכה - פטיש חציבה,2165,368,2533,85,2021-11-24T22:00:00.000Z,ארכה,212509165,,"אשראי 2,083 ש""ח תאריך 06.07.22 חשבוניות 00051, 10494, 09165",TRUE,2021
ביצועים,תיכונט,גמורה - תיכונט 3,43000,7310,50310,85,2021-11-29T22:00:00.000Z,גמורה הנדסה,10427,,"שיק 10313 ע""ס 49,304 ניקוי 2% (במקור 50,310) עבור חשבוניות 10427",TRUE,2021
ביצועים,הוצאות א,עבודות חשמל - ניסים מלל,3000,,3000,85,2021-11-29T22:00:00.000Z,,,,שולם דרך גמורה,FALSE,2021
ביצועים,מחוננים,מעודד - 21-11,919,156,1075,85,2021-11-29T22:00:00.000Z,מעודד צבעים,5061717,,"אשראי 8 תשלומים ע""ס 13,692 עבור 4004, 4247, 1717",TRUE,2021
ביצועים,תיכונט,בית המזגנים - אביזרים לאוויר חוזר,1221,207,1428,85,2021-12-05T22:00:00.000Z,,215007890,,שולם באשראי,TRUE,2021
ביצועים,בית מארס,אבן המרכז לקבלן - פינה לחיבור,100,17,117,85,2021-12-06T22:00:00.000Z,,42543,,מזומן,TRUE,2021
ביצועים,,עוד רונה פריימן - זכויות יוצרים,375,64,439,85,2021-12-11T22:00:00.000Z,,73,,העברה בנקאית,TRUE,2021
ביצועים,בית מארס,פרפקט - לוח חשמל לבית מארס,7000,1190,8190,85,2021-12-12T22:00:00.000Z,פרפקט לוחות חשמל,214000070,,"שיק 10320 ע""ס 8190 לתארך 31.01.22",TRUE,2021
ביצועים,תיכונט,מזרחי חיים - השכרת פטיש,300,51,351,85,2021-12-12T22:00:00.000Z,,6709,,,TRUE,2021
ביצועים,רמת החייל,מקור הגס,51,9,60,85,2021-12-12T22:00:00.000Z,,149783,,מזומן,TRUE,2021
ביצועים,רמת החייל,הרכבת ביתנים,4500,765,5265,85,2021-12-13T22:00:00.000Z,,50071,,שיק 10315 לתאריך 14.12.21,TRUE,2021
ביצועים,בית מארס,יוסי רחמים - מכולה בית מארס,1000,170,1170,85,2021-12-13T22:00:00.000Z,יוסי רחמים,2276,,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,רמת החייל,שומוביץ,482,,482,85,2021-12-13T22:00:00.000Z,שומוביץ,117474,,,TRUE,2021
ביצועים,רמת החייל,שומוביץ,180,,180,85,2021-12-13T22:00:00.000Z,שומוביץ,117473,,,TRUE,2021
ביצועים,,תיקון דלת - עוסק פטור,1100,,1100,85,2021-12-13T22:00:00.000Z,,17,,,TRUE,2021
ביצועים,בית מארס,חרש - ריצוף לבית מארס,325,55,380,85,2021-12-14T22:00:00.000Z,חרש חולון,93297,,,TRUE,2021
ביצועים,תיכונט,גמורה - תיכונט 4,40000,6800,46800,85,2021-12-15T22:00:00.000Z,גמורה הנדסה,10444,,"שיק 10318 ע""ס 80,262 ניקוי 2% (במקור 81,900) עבור חשבוניות 10444, 10445, 10446, 10447",TRUE,2021
ביצועים,ונצואלה,גמורה הנדסה - וונצאולה - תשלום 4,10000,1700,11700,85,2021-12-15T22:00:00.000Z,גמורה הנדסה,10445,,"שיק 10318 ע""ס 80,262 ניקוי 2% (במקור 81,900) עבור חשבוניות 10444, 10445, 10446, 10447",TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס 5,10000,1700,11700,85,2021-12-15T22:00:00.000Z,גמורה הנדסה,10446,,"שיק 10318 ע""ס 80,262 ניקוי 2% (במקור 81,900) עבור חשבוניות 10444, 10445, 10446, 10447",TRUE,2021
ביצועים,מחל 40,גמורה הנדסה - מחל 40 - תשלום 8,10000,1700,11700,85,2021-12-15T22:00:00.000Z,גמורה הנדסה,10447,,"שיק 10318 ע""ס 80,262 ניקוי 2% (במקור 81,900) עבור חשבוניות 10444, 10445, 10446, 10447",TRUE,2021
ביצועים,,מצבר,581,99,680,85,2021-12-18T22:00:00.000Z,,111700,,אשראי,TRUE,2021
ביצועים,תיכונט,טיפול לטנדר מיצובישי,1600,,1600,85,2021-12-19T22:00:00.000Z,,15957,,אשראי,TRUE,2021
ביצועים,בית מארס,גמורה הנדסה - בית מארס - 6,20000,3400,23400,85,2021-12-22T22:00:00.000Z,גמורה הנדסה,10462,,"שיק 10323 ע""ס 22,932 ניקוי 2% (במקור 23,400) עבור חשבוניות 10462",TRUE,2021
ביצועים,רמת החייל,הובלות אלישע - הבאת ביתן שומר מייטק,1600,272,1872,85,2021-12-25T22:00:00.000Z,הובלות אלישע,52625,,"שיק 10376 ע""ס 4,154 ש""ח עבור חשבוניות 52566, 52625, 52639 - 30.04.22",TRUE,2021
ביצועים,חשמונאים,הובלות אלישע - הבאת ביתן שומר מייטק,1600,272,1872,85,2021-12-25T22:00:00.000Z,הובלות אלישע,52625,,"שיק 10376 ע""ס 4,154 ש""ח עבור חשבוניות 52566, 52625, 52639 - 30.04.22",TRUE,2021
ביצועים,רמת החייל,"מייטק - ביתן שומר 7,600 לביה""ס רמת החייל",15200,2584,17784,85,2021-12-27T22:00:00.000Z,,3531,,"העברה - 02.12.21 ע""ס 5,000 + העברה 08.12.21 ע""ס 12,784 - סה""כ 17,784",TRUE,2021
ביצועים,חשמונאים,"מייטק - ביתן שומר 7,600 לביה""ס חשמונאים",15200,2584,17784,85,2021-12-27T22:00:00.000Z,,3531,,"העברה - 02.12.21 ע""ס 5,000 + העברה 08.12.21 ע""ס 12,784 - סה""כ 17,784",TRUE,2021
יזמות,גדות מתן,"שכ""ט ען""ד עבור החזר מעמ לקרקע במתן",749,127,876,85,2021-12-27T22:00:00.000Z,,6759,,,TRUE,2021
ביצועים,רמת החייל,יעל משאבות - שאיבה ברמת החייל,1100,187,1287,85,2021-12-28T22:00:00.000Z,יעל משאבות,5237,,"העברה בתאריך 29.12.21 ע""ס 2,223 עבור חשבוניות 5237, 4514",TRUE,2021
ביצועים,תיכונט,ארכה,131,22,153,85,2021-12-28T22:00:00.000Z,ארכה,212510494,,,TRUE,2021
ביצועים,חשמונאים,הובלות אלישע - הוזזת מבנה שומר,850,145,995,85,2021-12-29T22:00:00.000Z,הובלות אלישע,52639,,"שיק 10376 ע""ס 4,154 ש""ח עבור חשבוניות 52566, 52625, 52639 - 30.04.22",TRUE,2021
ביצועים,תיכונט,"ארכה - ג""ת לתיכונט",14926,2538,17464,85,2021-12-29T22:00:00.000Z,ארכה,212510325,,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2021
ביצועים,בית מארס,"ארכה - ג""ת לבית מארס",14926,2538,17464,85,2021-12-29T22:00:00.000Z,ארכה,212510325,,"אשראי 24,417 ש""ח תאריך 06.07.22 חשבוניות 10325, 00474, 00473, 01077, 01078, 01079, 04484",TRUE,2021
ביצועים,בית מארס,מרכז הגבס,10545,1793,12338,85,2021-12-29T22:00:00.000Z,מרכז הגבס,216011156,,"שיק 10352 ע""ס 30,190 עבור חשבוניות 11156, 11157 לתאריך 28.03.22",TRUE,2021
ביצועים,חשמונאים,גמורה - חשמונאים,5000,850,5850,85,2021-12-29T22:00:00.000Z,גמורה הנדסה,10480,,"שיק 10324 לתאריך 31.12.21 עבור חשבוניות 10478, 10479, 10480",TRUE,2021
ביצועים,רמת החייל,גמורה - רמת החייל,5000,850,5850,85,2021-12-29T22:00:00.000Z,גמורה הנדסה,10479,,"שיק 10324 לתאריך 31.12.21 עבור חשבוניות 10478, 10479, 10480",TRUE,2021
ביצועים,בית מארס,גממורה - בית מארס,5000,850,5850,85,2021-12-29T22:00:00.000Z,גמורה הנדסה,10478,,"שיק 10324 לתאריך 31.12.21 עבור חשבוניות 10478, 10479, 10480",TRUE,2021
ביצועים,בית מארס,מרכז הגבס,15258,2594,17852,85,2021-12-29T22:00:00.000Z,מרכז הגבס,216011157,,"שיק 10352 ע""ס 30,190 עבור חשבוניות 11156, 11157 לתאריך 28.03.22",TRUE,2021
ביצועים,הוצאות א,אייל - משכורת דצמבר 20,17447,,17447,85,2021-12-31T22:00:00.000Z,,,,,FALSE,2022
ביצועים,חשמונאים,טמבוריה,74,13,86,84,2021-08-24T21:00:00.000Z,,53695,,,TRUE,2021
ביצועים,צוקי אביב,אחים ונטורה,195,,195,84,2021-08-26T21:00:00.000Z,ונטורה אחים,,,מזומן,TRUE,2021
ביצועים,צייטלין,מסגר צייטלין - מיכאל גמ-ח,13675,2325,16000,84,2021-08-31T21:00:00.000Z,מסגר מיכאל,8,,"העברה בנקאית 7,435 תאריך 01.09.21 - לאחר קיזוז מהעברה קודמת + 8,000 תאריך 10.11.21",TRUE,2021
ביצועים,מחל 40,גל מערכות פירזול,205,35,240,84,2021-09-13T21:00:00.000Z,גל מערכות פרזול,18114,,אשראי,TRUE,2021
ביצועים,מחל 40,יוסי רחמים - מחל 40,1000,170,1170,84,2021-09-29T21:00:00.000Z,יוסי רחמים,1982,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,מחל 40,אינסטלטור עבד - מחל 40 הפרשים,3500,595,4095,84,2021-09-29T21:00:00.000Z,עבד אינסטלציה,106,,"שיק 10299 ע""ס 4,095 נפרע בתאריך 24.11.21",TRUE,2021
ביצועים,מחוננים,"מסגר - הרכבת שער ודלת ביה""ס מחוננים",4000,680,4680,84,2021-10-18T21:00:00.000Z,,120593,,"שיק 10293 ע""ס 5,850 עבור חשבוניות 121097 120593",TRUE,2021
ביצועים,ונצואלה,יוסי רחמים - וונצואלה,1000,170,1170,84,2021-10-18T21:00:00.000Z,יוסי רחמים,2051,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,ונצואלה,דלתות פנים - לפרויקט וונצואלה,10500,1785,12285,84,2021-10-20T21:00:00.000Z,,2511,,"העברה מקדמה - 5,000 21.10.21 + יתרה שיק מס 10307 ע""ס 7,285 לתאריך 31.12.21",TRUE,2021
ביצועים,מחוננים,שומוביץ,74,13,86,84,2021-10-21T21:00:00.000Z,שומוביץ,175797,,,TRUE,2021
ביצועים,צוקי אביב,שומוביץ,556,95,651,84,2021-10-23T21:00:00.000Z,שומוביץ,175915,,אשראי,TRUE,2021
ביצועים,מחוננים,שומוביץ,643,109,752,84,2021-10-23T21:00:00.000Z,שומוביץ,176066,,,TRUE,2021
ביצועים,רמת החייל,שומוביץ,361,61,422,84,2021-10-23T21:00:00.000Z,שומוביץ,175923,,אשראי,TRUE,2021
ביצועים,צוקי אביב,הכל לבנין,283,,283,84,2021-10-24T21:00:00.000Z,,80911,,,TRUE,2021
ביצועים,חשמונאים,הכל לבנין,170,,170,84,2021-10-24T21:00:00.000Z,,80906,,,TRUE,2021
ביצועים,רמת החייל,שומוביץ,103,17,120,84,2021-10-25T21:00:00.000Z,שומוביץ,176305,,אשראי,TRUE,2021
ביצועים,צוקי אביב,שומוביץ,70,12,82,84,2021-10-26T21:00:00.000Z,שומוביץ,176506,,,TRUE,2021
ביצועים,צוקי אביב,שומוביץ,645,110,755,84,2021-10-26T21:00:00.000Z,שומוביץ,176533,,אשראי,TRUE,2021
ביצועים,מחוננים,שומוביץ,21,3,24,84,2021-10-26T21:00:00.000Z,שומוביץ,176508,,,TRUE,2021
ביצועים,ונצואלה,שומוביץ,210,36,246,84,2021-10-27T21:00:00.000Z,שומוביץ,115692,,אשראי,TRUE,2021
ביצועים,ונצואלה,ונטורה,328,,328,84,2021-10-28T21:00:00.000Z,ונטורה אחים,281313,,אשראי,TRUE,2021
ביצועים,מחוננים,"מסגר - הרכבת שער ודלת ביה""ס מחוננים תוספות",1000,170,1170,84,2021-10-30T21:00:00.000Z,,121097,,"שיק 10293 ע""ס 5,850 עבור חשבוניות 121097 120593",TRUE,2021
יזמות,מחוננים,מעודד - שליכט ציבעוני 21-10,919,156,1075,84,2021-10-30T21:00:00.000Z,מעודד צבעים,7004664,,,TRUE,2021
ביצועים,צייטלין,סיסטם - בדיקת מערכת גילוי וכריזה,950,162,1112,84,2021-10-30T21:00:00.000Z,סיסטם,260862,,"אשראי 11,280 ש""ח עבור רצף של 12 חשבוניות מ 31.10.21",TRUE,2021
ביצועים,רמת החייל,שומוביץ,87,15,102,84,2021-10-31T22:00:00.000Z,שומוביץ,177270,,,TRUE,2021
ביצועים,ביכורים,מוטי פרץ,910,155,1065,84,2021-10-31T22:00:00.000Z,מוטי פרץ,227256,,,TRUE,2021
ביצועים,רמת החייל,השכרת מהדק אדמה,350,60,410,84,2021-11-01T22:00:00.000Z,,6687,,,TRUE,2021
ביצועים,ונצואלה,שומוביץ,915,155,1070,84,2021-11-01T22:00:00.000Z,שומוביץ,115900,,,TRUE,2021
ביצועים,רמת החייל,שומוביץ,296,50,346,84,2021-11-01T22:00:00.000Z,שומוביץ,115847,,אשראי,TRUE,2021
ביצועים,,שכירות מחסן - האצל 33 - תשלום 1 4 חודשים,3600,,3600,84,2021-11-06T22:00:00.000Z,,1074,,"שיק 10289 ע""ס 3,600 לתאריך 7.11.21 (עוד שני שיקים עתידי 15.03.21 + 15.07.21",TRUE,2021
ביצועים,בית מארס,מחסני שיש וקרמיקה,90,,90,84,2021-11-06T22:00:00.000Z,,15473,,מזומן,TRUE,2021
ביצועים,מחל 40,אדריכלות מחל 40,13831,2351,16183,84,2021-11-07T22:00:00.000Z,,142,,העברה בנקאית - 08.11.21,TRUE,2021
ביצועים,חשמונאים,שומוביץ,496,84,580,84,2021-11-07T22:00:00.000Z,שומוביץ,116112,,אשראי,TRUE,2021
ביצועים,,דיו למדפסת,222,38,260,84,2021-11-08T22:00:00.000Z,,136087,,אשראי,TRUE,2021
יזמות,גדות שעריה,יועץ אקוסטי,11700,1989,13689,84,2021-11-09T22:00:00.000Z,,1620,,העברה בנקאית 10.11.21,TRUE,2021
ביצועים,רמת החייל,בובקט רמת החייל,1600,272,1872,84,2021-11-09T22:00:00.000Z,,121,,שיק 10301 תאריך 17.11.21,TRUE,2021
ביצועים,בית מארס,צלח - עגלה לגבס,999,,999,84,2021-11-09T22:00:00.000Z,,82277586,,אשראי,TRUE,2021
ביצועים,חשמונאים,צלח - שכפול,40,,40,84,2021-11-09T22:00:00.000Z,,83221171,,מזומן,TRUE,2021
ביצועים,רמת החייל,גמורה - רמת החייל 2,5000,850,5850,84,2021-11-10T22:00:00.000Z,גמורה הנדסה,10363,,"שיק 10296 ע""ס 22,932 עבור חשבוניות 10362 10363 10364 לאחר ניקוי 2%",TRUE,2021
ביצועים,חשמונאים,גמורה - חשמונאים 2,5000,850,5850,84,2021-11-10T22:00:00.000Z,גמורה הנדסה,10364,,"שיק 10296 ע""ס 22,932 עבור חשבוניות 10362 10363 10364 לאחר ניקוי 2%",TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס 1,10000,1700,11700,84,2021-11-10T22:00:00.000Z,גמורה הנדסה,10362,,"שיק 10296 ע""ס 22,932 עבור חשבוניות 10362 10363 10364 לאחר ניקוי 2%",TRUE,2021
ביצועים,רמת החייל,יוסי רחמים - קם,2000,340,2340,84,2021-11-10T22:00:00.000Z,יוסי רחמים,2168,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,בית מארס,יוסי רחמים - בית מארס,1000,170,1170,84,2021-11-10T22:00:00.000Z,יוסי רחמים,2174,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,מחוננים,יוסי רחמים - מחוננים,1000,170,1170,84,2021-11-10T22:00:00.000Z,יוסי רחמים,2167,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,בית מארס,עצים לבניה ביסוס משקופים,535,91,626,84,2021-11-10T22:00:00.000Z,,229744,,,TRUE,2021
ביצועים,רמת החייל,עבודות עפר רמת החייל,1950,,1950,84,2021-11-13T22:00:00.000Z,,143,,שיק 10300 תאריך 17.11.21,TRUE,2021
ביצועים,רמת החייל,שומוביץ,188,32,220,84,2021-11-13T22:00:00.000Z,שומוביץ,179191,,אשראי,TRUE,2021
ביצועים,רמת החייל,שומוביץ,254,43,297,84,2021-11-13T22:00:00.000Z,שומוביץ,179127,,אשראי,TRUE,2021
ביצועים,חשמונאים,שומוביץ,145,25,170,84,2021-11-13T22:00:00.000Z,שומוביץ,179202,,אשראי,TRUE,2021
ביצועים,חשמונאים,שומוביץ,77,13,90,84,2021-11-13T22:00:00.000Z,שומוביץ,179130,,,TRUE,2021
ביצועים,חשמונאים,העתקות תוכניות,92,16,108,84,2021-11-13T22:00:00.000Z,,13610011,,,TRUE,2021
ביצועים,,טיפול לרכב,1111,189,1300,84,2021-11-13T22:00:00.000Z,,1282716,,,TRUE,2021
ביצועים,רמת החייל,יוסי רחמים - קם,1000,170,1170,84,2021-11-14T22:00:00.000Z,יוסי רחמים,2178,,"העברה בנקאית 22.11.21 ע""ס 12,870 ש""ח עבור 1958, 1982, 2051, 2102, 2168, 2174 ,2167 ,2178",TRUE,2021
ביצועים,בית מארס,פיגומים - בית מארס,13248,2252,15500,84,2021-11-15T22:00:00.000Z,מאיר מערכות,500541,,שיק 10312 לתאריך 28.02.22,TRUE,2021
ביצועים,רמת החייל,השכרת מהדק אדמה,450,77,527,84,2021-11-16T22:00:00.000Z,,6701,,שולם בישראכארט - 17.11.21,TRUE,2021
ביצועים,הוצאות א,אלכסיי - ניהול פרויקט,15000,2550,17550,84,2021-11-16T22:00:00.000Z,,50012,,העברה בנקאית - 22.11.21,TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס 2,47000,7990,54990,84,2021-11-17T22:00:00.000Z,גמורה הנדסה,10375,,"שיק 10302 סך 63,063 ש""ח עבור חשבוניות 10375, 10376, 10377 לאחר ניקוי 2% (במקור 64,350)",TRUE,2021
ביצועים,רמת החייל,גמורה - רמת החייל 3,6000,1020,7020,84,2021-11-17T22:00:00.000Z,גמורה הנדסה,10376,,"שיק 10302 סך 63,063 ש""ח עבור חשבוניות 10375, 10376, 10377 לאחר ניקוי 2% (במקור 64,350)",TRUE,2021
ביצועים,חשמונאים,גמורה - חשמונאים 3,2000,340,2340,84,2021-11-17T22:00:00.000Z,גמורה הנדסה,10377,,"שיק 10302 סך 63,063 ש""ח עבור חשבוניות 10375, 10376, 10377 לאחר ניקוי 2% (במקור 64,350)",TRUE,2021
ביצועים,רמת החייל,הובלות אלישע - העתקת מבנה שומר,1100,187,1287,84,2021-11-17T22:00:00.000Z,הובלות אלישע,52566,,"שיק 10376 ע""ס 4,154 ש""ח עבור חשבוניות 52566, 52625, 52639 - 30.04.22",TRUE,2021
ביצועים,חשמונאים,הובלות אלישע - העתקת מבנה שומר,1100,187,1287,84,2021-11-17T22:00:00.000Z,הובלות אלישע,52566,,"שיק 10376 ע""ס 4,154 ש""ח עבור חשבוניות 52566, 52625, 52639 - 30.04.22",TRUE,2021
ביצועים,בית מארס,חשמל בית מארס - תשלום 1,10000,1700,11700,84,2021-11-17T22:00:00.000Z,מאמין חשמלאי אחים עתיד,180,,"שיק 10303 ע""ס 11,349 ניקוי 3% במקור 11,700",TRUE,2021
ביצועים,בית מארס,יוסי רחמים - בית מארס,1280,218,1498,84,2021-11-17T22:00:00.000Z,יוסי רחמים,2198,,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,חשמונאים,אינסטלציה י.ע.ר,108,,108,84,2021-11-17T22:00:00.000Z,,15010,,,TRUE,2021
ביצועים,,אלעד שבירו - רשם הקבלנים מעקב עובדים,8470,1440,9910,84,2021-11-18T22:00:00.000Z,,907,,"העברה בנקאית 9,500 22.11.21 + מזומן (ביט) 410 שח",TRUE,2021
ביצועים,בית מארס,אחים ביטר,330,,330,84,2021-11-20T22:00:00.000Z,,8134694,,,TRUE,2021
ביצועים,ביכורים,אחים ביטר,1000,,1000,84,2021-11-20T22:00:00.000Z,,8132040,,אשראי,TRUE,2021
ביצועים,בית מארס,אלכס עבודות אינסטלציה,10000,1700,11700,84,2021-11-21T22:00:00.000Z,אלכס - ניהול פרויקט,308,,שולם בשיק - 10306 23.11.21,TRUE,2021
ביצועים,חשמונאים,שומוביץ,290,,290,84,2021-11-21T22:00:00.000Z,שומוביץ,116712,,,TRUE,2021
ביצועים,תיכונט,שומוביץ,680,,680,84,2021-11-22T22:00:00.000Z,שומוביץ,180659,,,TRUE,2021
ביצועים,תיכונט,חרש,4084,694,4778,84,2021-11-22T22:00:00.000Z,חרש חולון,256003,,אשראי,TRUE,2021
ביצועים,רמת החייל,שומוביץ,44,8,52,84,2021-11-22T22:00:00.000Z,שומוביץ,180729,,אשראי,TRUE,2021
ביצועים,תיכונט,הובלת מנוף אריחים לתיכונט,1400,238,1638,84,2021-11-23T22:00:00.000Z,,211,,העברה בנקאית - 28.11.21,TRUE,2021
ביצועים,תיכונט,מזרחי חיים השכרת כלי עבודה,700,119,819,84,2021-11-23T22:00:00.000Z,,6703,,אשראי,TRUE,2021
ביצועים,חשמונאים,אינסטלציה י.ע.ר,100,,100,84,2021-11-23T22:00:00.000Z,,15053,,,TRUE,2021
ביצועים,רמת החייל,מזרחי חיים השכת ציוד,450,77,527,84,2021-11-23T22:00:00.000Z,,6701,,,TRUE,2021
ביצועים,תיכונט,חרש,2222,378,2600,84,2021-11-23T22:00:00.000Z,חרש חולון,256065,,,TRUE,2021
ביצועים,תיכונט,חרש,10959,1863,12822,84,2021-11-23T22:00:00.000Z,חרש חולון,256066,,,TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס 3,30000,5100,35100,84,2021-11-24T22:00:00.000Z,גמורה הנדסה,10396,,"שיק 10309 ע""ס 118,100 ניקוי 2% (במקור 125,510) עבור חשבוניות 10396, 10397, 10398, 10399",TRUE,2021
ביצועים,רמת החייל,גמורה - רמת החייל 4,10000,1700,11700,84,2021-11-24T22:00:00.000Z,גמורה הנדסה,10397,,"שיק 10309 ע""ס 118,100 ניקוי 2% (במקור 125,510) עבור חשבוניות 10396, 10397, 10398, 10399",TRUE,2021
ביצועים,חשמונאים,גמורה - חשמונאים 4,8000,1360,9360,84,2021-11-24T22:00:00.000Z,גמורה הנדסה,10398,,"שיק 10309 ע""ס 118,100 ניקוי 2% (במקור 125,510) עבור חשבוניות 10396, 10397, 10398, 10399",TRUE,2021
ביצועים,תיכונט,גמורה - תיכונט 1,55000,9350,64350,84,2021-11-24T22:00:00.000Z,גמורה הנדסה,10399,,"שיק 10309 ע""ס 118,100 ניקוי 2% (במקור 125,510) עבור חשבוניות 10396, 10397, 10398, 10399",TRUE,2021
ביצועים,בית מארס,חשמל בית מארס - תשלום 2,25000,4250,29250,84,2021-11-24T22:00:00.000Z,מאמין חשמלאי אחים עתיד,181,,"שיק 10308 ע""ס 28,373 ניקוי 3% במקור 29,250",TRUE,2021
ביצועים,בית מארס,שומוביץ,169,,169,84,2021-11-24T22:00:00.000Z,שומוביץ,180964,,,TRUE,2021
ביצועים,תיכונט,ונטורה - ספי דלתות,650,,650,84,2021-11-25T22:00:00.000Z,ונטורה אחים,282531,,אשראי,TRUE,2021
ביצועים,תיכונט,יוסי רחמים - 2 מכולות והנחה 150,1850,315,2165,84,2021-11-27T22:00:00.000Z,יוסי רחמים,2223,,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,חשמונאים,ישראל סאלם,35,,35,84,2021-11-28T22:00:00.000Z,,117472,,,TRUE,2021
ביצועים,בית מארס,יוסי רחמים - בית מארס,1000,170,1170,84,2021-11-29T22:00:00.000Z,יוסי רחמים,2239,,"העברה 06.02.22 ע""ס 17,071 עבור חשבוניות 2198, 2206, 2214, 2220, 2233, 2239, 2242, 2253, 2276",TRUE,2021
ביצועים,בית מארס,גמורה - בית מארס 4,20000,3400,23400,84,2021-11-29T22:00:00.000Z,גמורה הנדסה,10415,,"שיק 10310 ע""ס 120,393 ניקוי 2% (במקור 122,850) עבור חשבוניות 10415, 10416",TRUE,2021
ביצועים,תיכונט,גמורה - תיכונט 2,85000,14450,99450,84,2021-11-29T22:00:00.000Z,גמורה הנדסה,10416,,"שיק 10310 ע""ס 120,393 ניקוי 2% (במקור 122,850) עבור חשבוניות 10415, 10416",TRUE,2021
יזמות,רמת החייל,ג'יוסי - 21-11 - ברזל לרמת החייל והחשמונאים,4038,686,4724,84,2021-11-29T22:00:00.000Z,ג'יוסי,170078,,"שיק 10555 - ע""ס 4,724 (גדות יזמות) לתאריך 28.02.22",TRUE,2021
ביצועים,רמת החייל,שרלי - 21-11,1670,284,1954,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100946,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,רמת החייל,שרלי - 21-11,135,23,158,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100947,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,רמת החייל,שרלי - 21-11,1330,226,1556,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100948,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,תיכונט,שרלי - 21-11,9208,1565,10773,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100949,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,מחוננים,שרלי - 21-11,-316,-54,-370,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100950,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,בית מארס,שרלי - 21-11,6039,1027,7066,84,2021-11-29T22:00:00.000Z,שרלי - חומרי בנין,100951,,"שיק 10321 ע""ס 42,881 חשבוניות 850,851,852,853,946,947,948,949,950,951 תאריך 31.01.22",TRUE,2021
ביצועים,רמת החייל,שפיר בטון - 21-11,1925,327,2252,84,2021-11-29T22:00:00.000Z,שפיר בטון,2162034374,,"שיק 10364 ע""ס 4002 עבור חשבוניות 34374, 34375",TRUE,2021
ביצועים,חשמונאים,שפיר בטון - 21-11,1495,254,1749,84,2021-11-29T22:00:00.000Z,שפיר בטון,2162034375,,"שיק 10364 ע""ס 4002 עבור חשבוניות 34374, 34375",TRUE,2021
ביצועים,בית מארס,מרכז הגבס - בית מארס,17649,3000,20649,84,2021-11-29T22:00:00.000Z,מרכז הגבס,216010149,,"שולם בשיק 10311 לתאריך 31.01.22 סך כולל של 98,450 עבור חשבוניות 216010152, 215010151, 216010149",TRUE,2021
ביצועים,בית מארס,מרכז הגבס - בית מארס,46103,7837,53940,84,2021-11-29T22:00:00.000Z,מרכז הגבס,216010151,,"שולם בשיק 10311 לתאריך 31.01.22 סך כולל של 98,450 עבור חשבוניות 216010152, 215010151, 216010149",TRUE,2021
